Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
4566,Cade Cunningham,2023-11-30,22-066,DET,@,NYK,L 112-118,*,37,12,20,.600,8,11,.727,4,9,.444,3,4,.750,.712,0,2,2,8,2,0,7,2,31,21.8,5.6,1,G,cunnica01
4567,Cade Cunningham,2023-12-02,22-068,DET,,CLE,L 101-110,*,37,8,20,.400,5,14,.357,3,6,.500,4,4,1.000,.528,0,8,8,11,2,0,1,3,23,22.1,8.3,13,G,cunnica01
4568,Cade Cunningham,2023-12-06,22-072,DET,,MEM,L 102-116,*,34,6,14,.429,5,9,.556,1,5,.200,3,3,1.000,.522,0,4,4,10,2,1,5,2,16,13.7,-1.8,-1,G,cunnica01
4569,Cade Cunningham,2023-12-08,22-074,DET,@,ORL,L 91-123,*,32,8,15,.533,6,9,.667,2,6,.333,3,4,.750,.626,1,2,3,6,1,0,3,1,21,16.4,5.6,-20,G,cunnica01
4570,Cade Cunningham,2023-12-11,22-077,DET,,IND,L 123-131,*,38,11,21,.524,10,15,.667,1,6,.167,0,0,,.548,0,6,6,7,1,0,3,3,23,16.2,-6.5,-8,G,cunnica01
4571,Cade Cunningham,2023-12-13,22-079,DET,,PHI,L 111-129,*,30,5,17,.294,4,9,.444,1,8,.125,10,12,.833,.471,1,5,6,7,0,0,1,3,21,15.2,-1.9,-23,G,cunnica01
4572,Cade Cunningham,2023-12-15,22-081,DET,@,PHI,L 92-124,*,24,2,9,.222,2,7,.286,0,2,.000,0,0,,.222,0,3,3,2,1,1,3,3,4,-1.7,-14.6,-32,G,cunnica01
4573,Cade Cunningham,2023-12-16,22-082,DET,@,MIL,L 114-146,*,31,10,17,.588,10,15,.667,0,2,.000,5,6,.833,.636,0,1,1,6,1,0,2,3,25,19.0,-0.5,-13,G,cunnica01
4574,Cade Cunningham,2023-12-18,22-084,DET,@,ATL,L 124-130,*,44,16,24,.667,13,19,.684,3,5,.600,8,9,.889,.769,1,4,5,7,3,1,3,1,43,39.3,14.8,-2,G,cunnica01
4575,Cade Cunningham,2023-12-21,22-087,DET,,UTA,L 111-119,*,39,10,22,.455,8,16,.500,2,6,.333,6,7,.857,.558,1,5,6,10,2,1,6,2,28,21.3,1.5,1,G,cunnica01
4576,Cade Cunningham,2023-12-23,22-089,DET,@,BRK,L 115-126,*,33,9,20,.450,8,15,.533,1,5,.200,3,4,.750,.506,0,3,3,6,0,0,2,4,22,12.7,-8.7,-5,G,cunnica01
4577,Cade Cunningham,2023-12-26,22-092,DET,,BRK,L 112-118,*,37,15,21,.714,12,17,.706,3,4,.750,8,10,.800,.807,1,8,9,5,1,1,3,4,41,35.2,18.2,5,G,cunnica01
4578,Cade Cunningham,2023-12-28,22-094,DET,@,BOS,L 122-128 (OT),*,43,12,22,.545,8,16,.500,4,6,.667,3,4,.750,.652,1,5,6,9,3,2,6,3,31,25.7,10.3,4,G,cunnica01
4579,Cade Cunningham,2023-12-30,22-096,DET,,TOR,W 129-127,*,38,9,20,.450,7,16,.438,2,4,.500,10,10,1.000,.615,0,3,3,12,1,0,0,4,30,28.3,5.7,1,G,cunnica01
4580,Cade Cunningham,2024-01-01,22-098,DET,@,HOU,L 113-136,*,30,3,16,.188,3,11,.273,0,5,.000,0,1,.000,.182,0,1,1,10,0,0,4,2,6,-1.9,-20.8,-21,G,cunnica01
4581,Cade Cunningham,2024-01-03,22-100,DET,@,UTA,L 148-154 (OT),*,40,12,21,.571,9,14,.643,3,7,.429,4,5,.800,.668,0,5,5,13,1,0,6,5,31,24.3,1.1,-13,G,cunnica01
4582,Cade Cunningham,2024-01-05,22-102,DET,@,GSW,L 109-113,*,35,13,22,.591,12,15,.800,1,7,.143,3,3,1.000,.643,0,5,5,3,0,1,2,2,30,21.3,3.1,-7,G,cunnica01
4583,Cade Cunningham,2024-01-07,22-104,DET,@,DEN,L 114-131,*,11,1,6,.167,0,4,.000,1,2,.500,0,0,,.250,0,3,3,3,0,0,0,2,3,1.4,-12.0,-2,G,cunnica01
4584,Cade Cunningham,2024-01-27,22-124,DET,,WAS,L 104-118,*,35,7,17,.412,5,14,.357,2,3,.667,4,6,.667,.509,0,4,4,12,0,0,7,3,20,11.5,-4.8,-6,G,cunnica01
4585,Cade Cunningham,2024-01-31,22-128,DET,@,CLE,L 121-128,*,31,8,16,.500,6,12,.500,2,4,.500,1,2,.500,.563,0,2,2,7,2,1,0,4,19,17.2,3.6,-22,G,cunnica01
4586,Cade Cunningham,2024-02-02,22-130,DET,,LAC,L 125-136,*,33,7,17,.412,6,14,.429,1,3,.333,1,1,1.000,.459,0,3,3,11,1,0,4,4,16,10.9,-7.2,-11,G,cunnica01
4587,Cade Cunningham,2024-02-04,22-132,DET,,ORL,L 99-111,*,32,6,14,.429,5,11,.455,1,3,.333,5,7,.714,.527,0,5,5,7,2,0,1,2,18,16.4,5.3,-8,G,cunnica01
4588,Cade Cunningham,2024-02-08,22-136,DET,@,POR,W 128-122 (OT),*,39,8,17,.471,7,12,.583,1,5,.200,6,6,1.000,.586,0,2,2,5,0,0,2,0,23,16.4,-2.2,7,G,cunnica01
4589,Cade Cunningham,2024-02-10,22-138,DET,@,LAC,L 106-112,*,35,9,18,.500,8,15,.533,1,3,.333,3,3,1.000,.569,0,6,6,10,0,1,2,2,22,19.7,6.4,2,G,cunnica01
4590,Cade Cunningham,2024-02-13,22-141,DET,@,LAL,L 111-125,*,25,4,15,.267,4,13,.308,0,2,.000,4,4,1.000,.358,1,6,7,7,0,0,0,1,12,10.1,-2.8,-17,G,cunnica01
4591,Cade Cunningham,2024-02-14,22-142,DET,@,PHO,L 100-116,*,26,5,11,.455,5,10,.500,0,1,.000,3,5,.600,.492,1,3,4,8,1,2,5,3,13,9.9,0.3,-17,G,cunnica01
4592,Cade Cunningham,2024-02-22,22-150,DET,@,IND,L 115-129,*,30,13,21,.619,9,12,.750,4,9,.444,0,0,,.714,0,5,5,8,1,0,3,4,30,24.0,9.3,10,G,cunnica01
4593,Cade Cunningham,2024-02-24,22-152,DET,,ORL,L 109-112,*,31,11,20,.550,7,13,.538,4,7,.571,0,0,,.650,1,6,7,4,1,0,3,4,26,18.1,2.1,-1,G,cunnica01
4594,Cade Cunningham,2024-02-26,22-154,DET,@,NYK,L 111-113,*,36,10,19,.526,5,12,.417,5,7,.714,7,8,.875,.710,2,3,5,8,0,2,5,1,32,26.2,8.9,3,G,cunnica01
4595,Cade Cunningham,2024-02-27,22-155,DET,@,CHI,W 105-95,*,36,9,13,.692,6,8,.750,3,5,.600,5,7,.714,.808,1,4,5,5,0,1,3,0,26,22.8,9.5,23,G,cunnica01
4596,Cade Cunningham,2024-03-01,22-158,DET,,CLE,L 100-110,*,37,6,19,.316,4,11,.364,2,8,.250,7,7,1.000,.476,0,3,3,10,1,0,1,3,21,16.8,1.5,3,G,cunnica01
4597,Cade Cunningham,2024-03-03,22-160,DET,@,ORL,L 91-113,*,23,4,12,.333,3,8,.375,1,4,.250,0,0,,.375,0,2,2,7,1,0,1,2,9,6.9,-1.6,-21,G,cunnica01
4598,Cade Cunningham,2024-03-05,22-162,DET,@,MIA,L 110-118,*,34,8,20,.400,4,12,.333,4,8,.500,3,3,1.000,.539,1,3,4,8,0,0,3,2,23,15.6,0.2,-6,G,cunnica01
4599,Cade Cunningham,2024-03-07,22-164,DET,,BRK,W 118-112,*,38,10,22,.455,6,14,.429,4,8,.500,8,9,.889,.616,1,4,5,11,0,1,5,0,32,25.5,4.8,19,G,cunnica01
4600,Cade Cunningham,2024-03-09,22-166,DET,,DAL,L 124-142,*,32,11,21,.524,8,14,.571,3,7,.429,8,8,1.000,.673,3,6,9,10,0,0,5,2,33,27.8,8.4,-7,G,cunnica01
4601,Cade Cunningham,2024-03-11,22-168,DET,,CHO,W 114-97,*,32,8,20,.400,6,10,.600,2,10,.200,4,4,1.000,.506,0,6,6,8,1,0,2,1,22,17.2,1.0,20,G,cunnica01
4602,Cade Cunningham,2024-03-13,22-170,DET,,TOR,W 113-104,*,28,8,20,.400,6,15,.400,2,5,.400,1,2,.500,.455,0,3,3,6,1,0,3,2,19,10.1,-3.4,7,G,cunnica01
4603,Cade Cunningham,2024-03-15,22-172,DET,,MIA,L 95-108,*,31,5,15,.333,5,11,.455,0,4,.000,1,1,1.000,.356,3,3,6,9,0,0,3,2,11,8.0,-6.1,-13,G,cunnica01
4604,Cade Cunningham,2024-03-17,22-174,DET,,MIA,L 101-104,*,32,8,19,.421,7,13,.538,1,6,.167,0,0,,.447,0,4,4,9,1,1,3,2,17,12.3,-1.7,-15,G,cunnica01
4605,Cade Cunningham,2024-03-20,22-177,DET,,IND,L 103-122,*,29,9,22,.409,9,20,.450,0,2,.000,5,6,.833,.467,0,6,6,10,1,0,4,1,23,16.2,2.7,-19,G,cunnica01
4606,Cade Cunningham,2024-03-22,22-179,DET,,BOS,L 102-129,*,29,6,17,.353,5,13,.385,1,4,.250,2,2,1.000,.419,1,5,6,6,2,0,3,4,15,9.3,-5.4,-27,G,cunnica01
4607,Seth Curry,2023-10-25,33-063,DAL,@,SAS,W 126-119,,4,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-7.0,4,G,curryse01
4608,Seth Curry,2023-10-27,33-065,DAL,,BRK,W 125-120,,9,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,1,0,0,1,1,2,1.0,-5.6,1,G,curryse01
4609,Seth Curry,2023-10-30,33-068,DAL,@,MEM,W 125-110,,15,1,5,.200,0,2,.000,1,3,.333,0,0,,.300,0,2,2,2,1,1,1,2,3,1.8,-5.5,14,G,curryse01
4610,Seth Curry,2023-11-01,33-070,DAL,,CHI,W 114-105,,12,2,5,.400,2,4,.500,0,1,.000,0,0,,.400,2,1,3,0,0,0,1,0,4,2.0,-12.2,-5,G,curryse01
4611,Seth Curry,2023-11-03,33-072,DAL,@,DEN,L 114-125,,5,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,1,1,1,1,0,0,1,0,0.9,-1.6,4,G,curryse01
4612,Seth Curry,2023-11-10,33-079,DAL,,LAC,W 144-126,,7,1,2,.500,0,0,,1,2,.500,2,3,.667,.753,0,0,0,0,0,0,0,0,5,3.6,2.0,-2,G,curryse01
4613,Seth Curry,2023-11-12,33-081,DAL,@,NOP,W 136-124,,6,0,2,.000,0,1,.000,0,1,.000,0,0,,.000,1,0,1,0,0,0,0,0,0,-0.7,-18.9,-11,G,curryse01
4614,Seth Curry,2023-11-14,33-083,DAL,@,NOP,L 110-131,,13,0,4,.000,0,0,,0,4,.000,3,3,1.000,.282,0,3,3,2,3,0,1,1,3,4.1,0.9,4,G,curryse01
4615,Seth Curry,2023-11-15,33-084,DAL,@,WAS,W 130-117,,20,6,6,1.000,4,4,1.000,2,2,1.000,1,1,1.000,1.165,0,2,2,2,1,0,0,1,15,15.8,14.7,-3,G,curryse01
4616,Seth Curry,2023-11-18,33-087,DAL,@,MIL,L 125-132,,9,1,2,.500,1,1,1.000,0,1,.000,0,0,,.500,0,1,1,0,0,0,0,0,2,1.3,-6.5,-10,G,curryse01
4617,Seth Curry,2023-11-22,33-091,DAL,@,LAL,W 104-101,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-8.9,2,G,curryse01
4618,Seth Curry,2023-11-25,33-094,DAL,@,LAC,L 88-107,,8,1,5,.200,0,1,.000,1,4,.250,0,0,,.300,0,0,0,0,0,0,0,2,3,-0.9,-15.3,-4,G,curryse01
4619,Seth Curry,2023-11-28,33-097,DAL,,HOU,W 121-115,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.9,,G,curryse01
4620,Seth Curry,2023-12-01,33-100,DAL,,MEM,L 94-108,,16,5,10,.500,3,6,.500,2,4,.500,0,0,,.600,0,2,2,2,1,0,0,2,12,9.2,7.3,-5,G,curryse01
4621,Seth Curry,2023-12-02,33-101,DAL,,OKC,L 120-126,*,36,4,15,.267,0,6,.000,4,9,.444,0,0,,.400,3,2,5,3,1,1,0,2,12,8.8,-3.0,14,G,curryse01
4622,Seth Curry,2023-12-06,33-105,DAL,,UTA,W 147-97,,19,4,7,.571,2,4,.500,2,3,.667,0,0,,.714,1,1,2,2,2,0,0,0,10,11.1,9.0,26,G,curryse01
4623,Seth Curry,2023-12-08,33-107,DAL,@,POR,W 125-112,,18,2,5,.400,0,1,.000,2,4,.500,1,1,1.000,.643,1,1,2,1,0,0,1,1,7,4.6,-2.0,14,G,curryse01
4624,Seth Curry,2023-12-11,33-110,DAL,@,MEM,W 120-113,*,20,2,5,.400,1,2,.500,1,3,.333,1,1,1.000,.551,1,2,3,2,1,0,0,1,6,6.6,-0.4,8,G,curryse01
4625,Seth Curry,2023-12-12,33-111,DAL,,LAL,W 127-125,*,12,1,2,.500,0,0,,1,2,.500,0,0,,.750,1,1,2,0,0,1,0,0,3,3.7,2.4,4,G,curryse01
4626,Seth Curry,2023-12-16,33-115,DAL,@,POR,W 131-120,,14,2,6,.333,0,3,.000,2,3,.667,1,1,1.000,.543,0,2,2,1,0,0,1,3,7,2.7,-8.8,19,G,curryse01
4627,Seth Curry,2023-12-18,33-117,DAL,@,DEN,L 104-130,,7,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,2,0,-0.8,-14.3,-1,G,curryse01
4628,Seth Curry,2023-12-22,33-121,DAL,@,HOU,L 96-122,,18,0,7,.000,0,5,.000,0,2,.000,0,0,,.000,0,2,2,0,2,0,2,1,0,-4.7,-21.0,-23,G,curryse01
4629,Seth Curry,2023-12-25,33-124,DAL,@,PHO,W 128-114,,6,0,0,,0,0,,0,0,,0,0,,,1,0,1,0,0,0,0,0,0,0.7,-2.9,4,G,curryse01
4630,Seth Curry,2023-12-27,33-126,DAL,,CLE,L 110-113,,28,6,11,.545,1,2,.500,5,9,.556,2,2,1.000,.800,1,3,4,1,2,0,0,1,19,17.6,12.3,0,G,curryse01
4631,Seth Curry,2023-12-28,33-127,DAL,@,MIN,L 110-118,,30,3,8,.375,1,4,.250,2,4,.500,3,4,.750,.564,0,2,2,3,0,0,3,2,11,5.1,-7.1,6,G,curryse01
4632,Seth Curry,2024-01-03,33-133,DAL,,POR,W 126-97,,15,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,1,1,2,0,0,0,0,0,1.0,-5.5,28,G,curryse01
4633,Seth Curry,2024-01-05,33-135,DAL,,POR,W 139-103,,20,4,9,.444,3,5,.600,1,4,.250,0,0,,.500,1,1,2,1,0,0,0,2,9,5.2,-9.1,12,G,curryse01
4634,Seth Curry,2024-01-07,33-137,DAL,,MIN,W 115-108,,12,0,3,.000,0,1,.000,0,2,.000,0,0,,.000,0,3,3,0,1,0,1,1,0,-1.6,-16.4,0,G,curryse01
4635,Seth Curry,2024-01-09,33-139,DAL,,MEM,L 103-120,,10,1,2,.500,1,1,1.000,0,1,.000,0,0,,.500,0,0,0,0,0,0,1,1,2,-0.4,-16.2,-8,G,curryse01
4636,Seth Curry,2024-01-11,33-141,DAL,,NYK,W 128-124,,10,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,1,1,0,0,0,1,0,0,-1.4,-16.4,2,G,curryse01
4637,Seth Curry,2024-01-13,33-143,DAL,,NOP,L 108-118,,12,1,3,.333,0,1,.000,1,2,.500,0,0,,.500,0,0,0,0,1,0,0,3,3,1.1,-6.7,1,G,curryse01
4638,Seth Curry,2024-01-15,33-145,DAL,,NOP,W 125-120,,7,0,2,.000,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,1,0,-1.8,-24.0,-2,G,curryse01
4639,Seth Curry,2024-01-17,33-147,DAL,@,LAL,L 110-127,,5,0,2,.000,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,-1.4,-23.3,-9,G,curryse01
4640,Seth Curry,2024-01-27,33-157,DAL,,SAC,L 115-120,,11,3,5,.600,2,2,1.000,1,3,.333,0,0,,.700,1,1,2,1,0,0,0,1,7,6.0,4.3,7,G,curryse01
4641,Seth Curry,2024-01-29,33-159,DAL,,ORL,W 131-129,,5,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-5.4,3,G,curryse01
4642,Seth Curry,2024-01-31,33-161,DAL,@,MIN,L 87-121,,17,3,8,.375,3,5,.600,0,3,.000,3,3,1.000,.483,1,2,3,3,0,0,2,0,9,6.0,-3.0,-11,G,curryse01
4643,Seth Curry,2024-02-10,33-171,CHO,,MEM,W 115-106,,20,1,3,.333,0,0,,1,3,.333,0,0,,.500,1,1,2,1,2,1,1,0,3,4.7,0.9,4,G,curryse01
4644,Seth Curry,2024-02-12,33-173,CHO,,IND,W 111-102,,19,7,11,.636,5,6,.833,2,5,.400,2,2,1.000,.758,0,2,2,2,1,0,0,0,18,16.1,15.5,15,G,curryse01
4645,Seth Curry,2024-02-14,33-175,CHO,,ATL,W 122-99,,17,4,8,.500,3,4,.750,1,4,.250,0,0,,.563,0,0,0,1,0,0,0,0,9,5.7,-3.6,-8,G,curryse01
4646,Seth Curry,2024-02-22,33-183,CHO,@,UTA,W 115-107,,19,4,8,.500,3,4,.750,1,4,.250,1,1,1.000,.592,1,1,2,0,0,0,1,0,10,6.0,-6.9,3,G,curryse01
4647,Seth Curry,2024-02-23,33-184,CHO,@,GSW,L 84-97,,25,2,8,.250,2,5,.400,0,3,.000,2,3,.667,.322,0,2,2,3,0,1,0,2,6,3.4,-6.9,-4,G,curryse01
4648,Seth Curry,2024-02-27,33-188,CHO,@,MIL,L 85-123,,20,1,6,.167,0,3,.000,1,3,.333,5,5,1.000,.488,0,4,4,4,0,1,1,1,8,7.5,-0.1,-20,G,curryse01
4649,Seth Curry,2024-02-29,33-190,CHO,,MIL,L 99-111,,16,5,7,.714,3,4,.750,2,3,.667,1,1,1.000,.874,0,2,2,1,1,0,2,2,13,9.6,8.9,-6,G,curryse01
4650,Seth Curry,2024-03-01,33-191,CHO,@,PHI,L 114-121,*,23,2,8,.250,1,5,.200,1,3,.333,0,0,,.313,1,1,2,2,1,0,0,2,5,2.8,-12.5,-9,G,curryse01
4651,Stephen Curry,2023-10-24,35-224,GSW,,PHO,L 104-108,*,31,8,20,.400,4,6,.667,4,14,.286,7,7,1.000,.585,1,4,5,1,1,0,2,5,27,15.8,6.3,-9,G,curryst01
4652,Stephen Curry,2023-10-27,35-227,GSW,@,SAC,W 122-114,*,35,14,19,.737,7,9,.778,7,10,.700,6,6,1.000,.947,1,3,4,4,2,0,4,0,41,35.7,18.8,10,G,curryst01
4653,Stephen Curry,2023-10-29,35-229,GSW,@,HOU,W 106-95,*,31,6,16,.375,0,2,.000,6,14,.429,6,6,1.000,.644,1,6,7,6,0,1,1,1,24,21.2,13.7,-2,G,curryst01
4654,Stephen Curry,2023-10-30,35-230,GSW,@,NOP,W 130-102,*,30,15,22,.682,8,9,.889,7,13,.538,5,7,.714,.837,0,5,5,5,2,0,3,1,42,35.4,28.1,13,G,curryst01
4655,Stephen Curry,2023-11-01,35-232,GSW,,SAC,W 102-101,*,32,7,15,.467,3,5,.600,4,10,.400,3,3,1.000,.643,1,4,5,3,0,0,7,3,21,9.1,-6.5,-6,G,curryst01
4656,Stephen Curry,2023-11-03,35-234,GSW,@,OKC,W 141-139,*,31,9,15,.600,4,5,.800,5,10,.500,7,7,1.000,.830,3,5,8,7,2,0,3,1,30,30.2,15.2,5,G,curryst01
4657,Stephen Curry,2023-11-05,35-236,GSW,@,CLE,L 104-115,*,31,8,16,.500,1,5,.200,7,11,.636,5,6,.833,.751,0,2,2,4,1,0,6,0,28,18.0,9.6,-6,G,curryst01
4658,Stephen Curry,2023-11-06,35-237,GSW,@,DET,W 120-109,*,33,12,26,.462,5,9,.556,7,17,.412,3,4,.750,.612,0,2,2,4,0,0,3,1,34,20.2,6.7,17,G,curryst01
4659,Stephen Curry,2023-11-08,35-239,GSW,@,DEN,L 105-108,*,34,6,17,.353,0,4,.000,6,13,.462,5,5,1.000,.599,1,4,5,4,1,0,3,2,23,15.4,6.1,-10,G,curryst01
4660,Stephen Curry,2023-11-11,35-242,GSW,,CLE,L 110-118,*,33,9,24,.375,5,10,.500,4,14,.286,8,8,1.000,.545,1,2,3,2,1,1,4,1,30,16.8,5.1,-8,G,curryst01
4661,Stephen Curry,2023-11-12,35-243,GSW,,MIN,L 110-116,*,36,11,25,.440,6,12,.500,5,13,.385,11,12,.917,.627,1,4,5,3,1,0,5,2,38,23.7,10.1,-4,G,curryst01
4662,Stephen Curry,2023-11-18,35-249,GSW,,OKC,L 123-130 (OT),*,40,8,21,.381,3,10,.300,5,11,.455,4,4,1.000,.549,0,7,7,3,0,0,2,2,25,14.9,-2.3,0,G,curryst01
4663,Stephen Curry,2023-11-20,35-251,GSW,,HOU,W 121-116,*,35,8,14,.571,3,5,.600,5,9,.556,11,12,.917,.830,0,5,5,1,0,0,4,2,32,22.4,4.0,-3,G,curryst01
4664,Stephen Curry,2023-11-22,35-253,GSW,@,PHO,L 115-123,*,28,6,15,.400,5,7,.714,1,8,.125,3,3,1.000,.490,0,3,3,6,0,0,2,2,16,10.2,-2.8,-17,G,curryst01
4665,Stephen Curry,2023-11-24,35-255,GSW,,SAS,W 118-112,*,35,11,20,.550,4,6,.667,7,14,.500,6,6,1.000,.773,0,3,3,6,1,0,6,2,35,24.7,8.1,4,G,curryst01
4666,Stephen Curry,2023-11-28,35-259,GSW,@,SAC,L 123-124,*,37,8,20,.400,4,8,.500,4,12,.333,9,9,1.000,.605,3,7,10,6,0,1,5,5,29,20.3,0.1,7,G,curryst01
4667,Stephen Curry,2023-11-30,35-261,GSW,,LAC,W 120-114,*,33,8,15,.533,5,6,.833,3,9,.333,7,9,.778,.686,0,7,7,8,1,1,2,2,26,24.5,11.1,-4,G,curryst01
4668,Stephen Curry,2023-12-02,35-263,GSW,@,LAC,L 112-113,*,37,7,18,.389,3,9,.333,4,9,.444,4,4,1.000,.557,1,3,4,11,0,0,2,0,22,19.5,5.6,2,G,curryst01
4669,Stephen Curry,2023-12-06,35-267,GSW,,POR,W 110-106,*,34,8,18,.444,3,5,.600,5,13,.385,10,11,.909,.679,0,5,5,1,0,0,4,2,31,18.6,5.4,4,G,curryst01
4670,Stephen Curry,2023-12-08,35-269,GSW,@,OKC,L 136-138 (OT),*,40,10,20,.500,4,8,.500,6,12,.500,8,8,1.000,.723,0,6,6,3,1,0,3,0,34,25.9,10.0,-5,G,curryst01
4671,Stephen Curry,2023-12-12,35-273,GSW,@,PHO,L 116-119,*,32,8,24,.333,4,9,.444,4,15,.267,4,4,1.000,.466,0,5,5,4,3,0,1,2,24,15.9,4.1,-15,G,curryst01
4672,Stephen Curry,2023-12-14,35-275,GSW,@,LAC,L 113-121,*,34,5,17,.294,2,4,.500,3,13,.231,4,4,1.000,.453,0,4,4,4,0,0,1,3,17,8.9,-5.7,-3,G,curryst01
4673,Stephen Curry,2023-12-16,35-277,GSW,,BRK,W 124-120,*,35,14,22,.636,8,14,.571,6,8,.750,3,3,1.000,.793,0,3,3,1,0,3,3,1,37,27.5,11.5,7,G,curryst01
4674,Stephen Curry,2023-12-17,35-278,GSW,@,POR,W 118-114,*,31,2,12,.167,2,4,.500,0,8,.000,3,4,.750,.254,0,2,2,8,1,1,4,1,7,2.5,-13.4,14,G,curryst01
4675,Stephen Curry,2023-12-19,35-280,GSW,,BOS,W 132-126 (OT),*,38,11,21,.524,5,10,.500,6,11,.545,5,5,1.000,.711,0,3,3,6,0,0,4,5,33,21.8,6.6,8,G,curryst01
4676,Stephen Curry,2023-12-22,35-283,GSW,,WAS,W 129-118,*,27,9,18,.500,1,5,.200,8,13,.615,4,5,.800,.743,0,4,4,7,0,1,2,0,30,25.4,19.1,-1,G,curryst01
4677,Stephen Curry,2023-12-23,35-284,GSW,,POR,W 126-106,*,30,11,18,.611,9,11,.818,2,7,.286,3,3,1.000,.699,0,3,3,2,0,0,1,1,27,19.7,1.4,4,G,curryst01
4678,Stephen Curry,2023-12-25,35-286,GSW,@,DEN,L 114-120,*,34,7,21,.333,4,8,.500,3,13,.231,1,1,1.000,.420,1,1,2,4,1,1,3,4,18,7.0,-6.9,-26,G,curryst01
4679,Stephen Curry,2023-12-28,35-289,GSW,,MIA,L 102-114,*,32,3,15,.200,1,7,.143,2,8,.250,5,6,.833,.368,0,4,4,5,2,1,1,1,13,9.3,-0.7,-14,G,curryst01
4680,Stephen Curry,2023-12-30,35-291,GSW,,DAL,L 122-132,*,35,9,25,.360,3,10,.300,6,15,.400,1,1,1.000,.491,0,2,2,7,1,0,3,3,25,13.4,-2.3,-6,G,curryst01
4681,Stephen Curry,2024-01-02,35-294,GSW,,ORL,W 121-115,*,35,12,20,.600,8,11,.727,4,9,.444,8,11,.727,.725,1,1,2,6,4,1,2,4,36,31.9,17.4,12,G,curryst01
4682,Stephen Curry,2024-01-04,35-296,GSW,,DEN,L 127-130,*,35,11,23,.478,6,11,.545,5,12,.417,3,3,1.000,.617,0,4,4,6,1,1,2,1,30,23.0,5.5,-1,G,curryst01
4683,Stephen Curry,2024-01-05,35-297,GSW,,DET,W 113-109,*,31,7,19,.368,3,7,.429,4,12,.333,8,9,.889,.566,0,6,6,4,1,1,4,0,26,17.4,3.3,0,G,curryst01
4684,Stephen Curry,2024-01-07,35-299,GSW,,TOR,L 118-133,*,30,2,14,.143,2,5,.400,0,9,.000,5,5,1.000,.278,0,1,1,6,0,0,2,3,9,1.3,-18.4,-17,G,curryst01
4685,Stephen Curry,2024-01-10,35-302,GSW,,NOP,L 105-141,*,25,4,13,.308,1,5,.200,3,8,.375,4,4,1.000,.508,0,1,1,6,1,0,3,0,15,10.0,0.3,-4,G,curryst01
4686,Stephen Curry,2024-01-12,35-304,GSW,@,CHI,W 140-131,*,35,8,24,.333,2,9,.222,6,15,.400,5,5,1.000,.515,0,5,5,9,1,0,1,1,27,20.8,-1.4,5,G,curryst01
4687,Stephen Curry,2024-01-15,35-307,GSW,@,MEM,L 107-116,*,33,11,20,.550,8,11,.727,3,9,.333,1,1,1.000,.636,1,3,4,8,2,1,5,4,26,19.7,8.0,-2,G,curryst01
4688,Stephen Curry,2024-01-24,35-316,GSW,,ATL,W 134-112,*,31,7,16,.438,2,8,.250,5,8,.625,6,6,1.000,.671,0,3,3,8,0,0,1,3,25,20.9,6.3,9,G,curryst01
4689,Stephen Curry,2024-01-25,35-317,GSW,,SAC,L 133-134,*,36,13,26,.500,7,12,.583,6,14,.429,1,1,1.000,.624,1,5,6,2,1,0,2,0,33,22.6,-1.0,-8,G,curryst01
4690,Stephen Curry,2024-01-27,35-319,GSW,,LAL,L 144-145 (2OT),*,43,17,35,.486,8,14,.571,9,21,.429,3,3,1.000,.633,0,3,3,7,1,0,4,4,46,29.5,8.4,-2,G,curryst01
4691,Stephen Curry,2024-01-30,35-322,GSW,,PHI,W 119-107,*,35,12,17,.706,4,4,1.000,8,13,.615,5,5,1.000,.964,1,7,8,7,0,1,5,2,37,32.5,17.7,26,G,curryst01
4692,Stephen Curry,2024-02-02,35-325,GSW,@,MEM,W 121-101,*,32,6,16,.375,2,7,.286,4,9,.444,4,4,1.000,.563,0,6,6,6,1,0,3,1,20,14.8,-1.0,12,G,curryst01
4693,Stephen Curry,2024-02-03,35-326,GSW,@,ATL,L 134-141 (OT),*,41,22,38,.579,12,15,.800,10,23,.435,6,6,1.000,.738,1,5,6,4,0,1,2,1,60,45.5,22.2,-1,G,curryst01
